course_id,title,category,sub_category,difficulty,rating,num_reviews,num_subscribers,duration_hours,description,skills,instructor
345,Full Stack from Scratch [345],Web Development,Full Stack,Beginner,4.2,6108,30540,21.2,"Learn Full Stack from industry experts in this hands-on beginner course. Covers essential tools like HTML, CSS, Flask with hands-on labs. Join thousands of students already learning Full Stack.",HTML|CSS|Flask|JavaScript|Django,Patrick Murphy
346,MySQL for Data Professionals,Database & SQL,MySQL,Beginner,4.2,11944,59720,19.2,"Master the fundamentals of MySQL with real-world projects and exercises. You will gain practical experience with Normalization, ETL, Indexing and more. By the end, you'll be confident in applying MySQL concepts professionally.",Normalization|ETL|Indexing|MySQL,Maya Gupta
347,Learn Frontend by Building Projects,Web Development,Frontend,Beginner,3.6,8740,78660,6.1,"A complete guide to Frontend designed for beginner-level learners. Covers essential tools like REST API, Django, React with hands-on labs. By the end, you'll be confident in applying Frontend concepts professionally.",REST API|Django|React|Node.js|TypeScript|Flask,Olivia Davis
348,Machine Learning Masterclass,Data Science,Machine Learning,Advanced,3.5,9621,86589,29.8,"Learn Machine Learning from industry experts in this hands-on advanced course. Topics include Tableau, Pandas, NumPy, SQL applied to real scenarios. By the end, you'll be confident in applying Machine Learning concepts professionally.",Tableau|Pandas|NumPy|SQL|Matplotlib|Python,Roberto Silva
349,Computer Vision Complete Guide,Artificial Intelligence,Computer Vision,Intermediate,4.2,5809,34854,44.1,"Master the fundamentals of Computer Vision with real-world projects and exercises. Topics include Transformers, TensorFlow, CNN applied to real scenarios. Perfect for anyone looking to advance their career in Artificial Intelligence.",Transformers|TensorFlow|CNN,Dr. Sarah Chen
350,Python Problem Solving,Programming Languages,Python,Beginner,4.5,2178,19602,39.9,"Dive deep into Python with practical examples and industry best practices. Topics include Memory Management, Data Structures, Concurrency, OOP applied to real scenarios. Perfect for anyone looking to advance their career in Programming Languages.",Memory Management|Data Structures|Concurrency|OOP,Hannah Wilson
351,Introduction to Computer Vision,Artificial Intelligence,Computer Vision,Beginner,3.6,1072,9648,26.5,"This comprehensive beginner course covers Computer Vision in depth. Build portfolio-ready projects using Transformers, NLTK, OpenCV. By the end, you'll be confident in applying Computer Vision concepts professionally.",Transformers|NLTK|OpenCV|TensorFlow|Python,David Kim
352,Professional UI/UX Design,Design,UI/UX Design,Intermediate,4.3,3628,43536,39.1,"A complete guide to UI/UX Design designed for intermediate-level learners. Build portfolio-ready projects using InVision, Adobe XD, Photoshop. Perfect for anyone looking to advance their career in Design.",InVision|Adobe XD|Photoshop|After Effects,Prof. James Miller
353,Frontend for Web Developers,Web Development,Frontend,Intermediate,4.6,10938,98442,21.4,"Master the fundamentals of Frontend with real-world projects and exercises. Covers essential tools like Express, JavaScript, HTML with hands-on labs. Perfect for anyone looking to advance their career in Web Development.",Express|JavaScript|HTML,Olivia Davis
354,Complete Motion Graphics Bootcamp,Design,Motion Graphics,Intermediate,4.1,5930,47440,41.4,"A complete guide to Motion Graphics designed for intermediate-level learners. You will gain practical experience with Sketch, InVision, Adobe XD and more. Perfect for anyone looking to advance their career in Design.",Sketch|InVision|Adobe XD,Sophie Martin
355,MongoDB Bootcamp,Database & SQL,MongoDB,Beginner,3.4,11451,103059,58.0,"Master the fundamentals of MongoDB with real-world projects and exercises. Covers essential tools like MongoDB, PostgreSQL, SQL with hands-on labs. Perfect for anyone looking to advance their career in Database & SQL.",MongoDB|PostgreSQL|SQL|Replication|Data Modeling,Victoria Chang
356,Brand Design Masterclass [356],Design,Brand Design,Beginner,4.0,5091,50910,33.3,"A complete guide to Brand Design designed for beginner-level learners. You will gain practical experience with InVision, Sketch, Adobe XD and more. Perfect for anyone looking to advance their career in Design.",InVision|Sketch|Adobe XD|CSS,Dr. Alex Johnson
357,Data Analysis Fundamentals,Data Science,Data Analysis,Intermediate,4.1,1230,3690,44.8,"A complete guide to Data Analysis designed for intermediate-level learners. You will gain practical experience with Spark, Scikit-learn, SQL and more. Includes certificate of completion and lifetime access to materials.",Spark|Scikit-learn|SQL|NumPy,Jason Taylor
358,Complete Python Developer Course [358],Programming Languages,Python,Beginner,4.1,13736,164832,11.5,"This comprehensive beginner course covers Python in depth. You will gain practical experience with Testing, Data Structures, CLI and more. Includes certificate of completion and lifetime access to materials.",Testing|Data Structures|CLI,Samuel Lee
359,Advanced Java Programming,Programming Languages,Java,Beginner,4.1,5546,22184,15.0,"Learn Java from industry experts in this hands-on beginner course. Covers essential tools like Debugging, Data Structures, Algorithms with hands-on labs. Join thousands of students already learning Java.",Debugging|Data Structures|Algorithms|CLI|Concurrency|OOP,Hannah Wilson
360,SOC Analysis for IT Professionals,Cybersecurity,SOC Analysis,Beginner,4.3,306,3060,12.6,"This comprehensive beginner course covers SOC Analysis in depth. Topics include Metasploit, Wireshark, Firewalls applied to real scenarios. Perfect for anyone looking to advance their career in Cybersecurity.",Metasploit|Wireshark|Firewalls,Hannah Wilson
361,Professional C++,Programming Languages,C++,Intermediate,3.5,2909,34908,42.0,"Dive deep into C++ with practical examples and industry best practices. Topics include Algorithms, Testing, CLI, Design Patterns applied to real scenarios. Includes certificate of completion and lifetime access to materials.",Algorithms|Testing|CLI|Design Patterns,Samuel Lee
362,Django for Web Developers,Web Development,Django,Advanced,3.2,8736,34944,37.8,"Dive deep into Django with practical examples and industry best practices. Topics include Django, React, TypeScript applied to real scenarios. Includes certificate of completion and lifetime access to materials.",Django|React|TypeScript,Maya Gupta
363,Google Cloud for Beginners,Cloud Computing,Google Cloud,Beginner,4.2,4720,28320,28.6,"Master the fundamentals of Google Cloud with real-world projects and exercises. Covers essential tools like Linux, GCP, Ansible with hands-on labs. Perfect for anyone looking to advance their career in Cloud Computing.",Linux|GCP|Ansible|Terraform|AWS|CI/CD,Michael Brooks
364,Statistics Fundamentals,Data Science,Statistics,Beginner,4.1,5390,48510,18.7,"Master the fundamentals of Statistics with real-world projects and exercises. Topics include R, TensorFlow, Scikit-learn applied to real scenarios. Perfect for anyone looking to advance their career in Data Science.",R|TensorFlow|Scikit-learn,Dr. Alex Johnson
365,Deploy with AWS,Cloud Computing,AWS,Beginner,4.5,2424,14544,61.6,"A complete guide to AWS designed for beginner-level learners. Topics include Docker, Azure, Linux, Kubernetes applied to real scenarios. Includes certificate of completion and lifetime access to materials.",Docker|Azure|Linux|Kubernetes|Jenkins|AWS,Sophie Martin
366,Building Reinforcement Learning Systems,Artificial Intelligence,Reinforcement Learning,Intermediate,4.1,4647,23235,14.5,"A complete guide to Reinforcement Learning designed for intermediate-level learners. Covers essential tools like NLTK, PyTorch, Python with hands-on labs. Includes certificate of completion and lifetime access to materials.",NLTK|PyTorch|Python|RNN,David Kim
367,Network Security Essentials [367],Cybersecurity,Network Security,Advanced,3.8,8598,85980,54.6,"Learn Network Security from industry experts in this hands-on advanced course. Covers essential tools like Forensics, Encryption, Nmap with hands-on labs. Includes certificate of completion and lifetime access to materials.",Forensics|Encryption|Nmap|Linux,Lisa Wang
368,Advanced Big Data [368],Data Science,Big Data,Intermediate,4.8,706,7060,44.7,"Dive deep into Big Data with practical examples and industry best practices. You will gain practical experience with Tableau, TensorFlow, SQL and more. Includes certificate of completion and lifetime access to materials.",Tableau|TensorFlow|SQL|Pandas|Python|Spark,Olivia Davis
369,The Complete Finance Course,Business & Management,Finance,Advanced,4.3,3621,18105,25.2,"Learn Finance from industry experts in this hands-on advanced course. You will gain practical experience with Scrum, Communication, Agile and more. Perfect for anyone looking to advance their career in Business & Management.",Scrum|Communication|Agile|Power BI,Dr. Yuki Tanaka
370,iOS UI/UX Design,Mobile Development,iOS,Intermediate,4.5,6691,33455,48.6,"Master the fundamentals of iOS with real-world projects and exercises. Covers essential tools like Android Studio, REST API, Swift with hands-on labs. Perfect for anyone looking to advance their career in Mobile Development.",Android Studio|REST API|Swift,Ahmed Hassan
371,React Masterclass 2024,Web Development,React,Advanced,4.3,1376,16512,56.4,"This comprehensive advanced course covers React in depth. Build portfolio-ready projects using Node.js, Angular, Flask. Perfect for anyone looking to advance their career in Web Development.",Node.js|Angular|Flask|Django|React,Michael Brooks
372,Entrepreneurship Essentials,Business & Management,Entrepreneurship,Intermediate,4.8,3959,43549,14.6,"A complete guide to Entrepreneurship designed for intermediate-level learners. Topics include Communication, Scrum, Google Analytics, Negotiation applied to real scenarios. Join thousands of students already learning Entrepreneurship.",Communication|Scrum|Google Analytics|Negotiation,Dr. Alex Johnson
373,Hands-On Penetration Testing [373],Cybersecurity,Penetration Testing,Intermediate,3.9,8679,34716,30.2,"Dive deep into Penetration Testing with practical examples and industry best practices. Build portfolio-ready projects using Python, Forensics, SIEM. Includes certificate of completion and lifetime access to materials.",Python|Forensics|SIEM,Samuel Lee
374,Learn Malware Analysis [374],Cybersecurity,Malware Analysis,Advanced,3.2,4571,18284,42.3,"A complete guide to Malware Analysis designed for advanced-level learners. Topics include Wireshark, Forensics, Firewalls, Encryption applied to real scenarios. Join thousands of students already learning Malware Analysis.",Wireshark|Forensics|Firewalls|Encryption|Metasploit|Linux,Olivia Davis
375,Data Analysis A-Z,Data Science,Data Analysis,Intermediate,3.6,1081,3243,55.5,"Learn Data Analysis from industry experts in this hands-on intermediate course. Build portfolio-ready projects using NumPy, Matplotlib, Scikit-learn. Includes certificate of completion and lifetime access to materials.",NumPy|Matplotlib|Scikit-learn|Tableau|Spark|Python,Dr. Nina Petrov
376,Malware Analysis Certification Prep,Cybersecurity,Malware Analysis,Intermediate,4.4,3765,37650,25.8,"Master the fundamentals of Malware Analysis with real-world projects and exercises. You will gain practical experience with SIEM, Burp Suite, Metasploit and more. Join thousands of students already learning Malware Analysis.",SIEM|Burp Suite|Metasploit|Firewalls|Forensics|Wireshark,Sophie Martin
